id,host_id,availability_365,number_of_reviews_ltm
630989815016968941,346367515,36,0.0
18169478,1199902,239,0.0
18170160,125170011,0,0.0
52119421,346367515,245,0.0
52126342,157746231,5,0.0
20082710,142243382,0,0.0
20086013,142810186,0,0.0
20091067,142862527,0,0.0
20600010,139308309,0,0.0
20618555,116882204,0,0.0
1114433767275566613,31219384,121,0.0
1114504230871034885,557967609,130,0.0
1102995777706184686,150467267,248,0.0
1103090648055366180,564598809,150,0.0
1106336715762233784,551998562,0,0.0
1594768,8492689,93,0.0
38142749,62198286,0,0.0
1107065762535822382,457389299,246,0.0
1114304871342013582,35277074,92,0.0
1114395594655371253,159231006,189,0.0
51840158,1447144,364,0.0
51842437,21244929,0,0.0
635893518507528401,29827361,64,0.0
18256727,34835817,0,0.0
632263041281340488,819214,365,0.0
633049228070975524,460489239,6,0.0
633065484057168951,346367515,216,0.0
633132420768601238,346367515,314,0.0
633307542875833935,275355109,364,0.0
629801452629489558,457389299,214,0.0
630113541566253039,193874212,251,0.0
630366625069156812,300793647,0,0.0
30187366,32779017,0,0.0
30199528,226803407,0,0.0
1107897509550826957,178392708,68,0.0
1608746,8568339,364,0.0
1616453,1447144,365,0.0
1620407,8620652,227,0.0
1106488795949538491,54682761,25,0.0
1106542216356322822,542249361,135,0.0
1106571193835717446,434177465,364,0.0
38083546,265193861,280,0.0
38084061,197064207,324,0.0
38090775,197064207,325,0.0
38091907,289117552,0,0.0
38094040,37032072,248,0.0
38099812,1115723,68,0.0
38118931,289393859,0,0.0
1107308569017769602,544128353,0,0.0
1107755132794665715,502744079,89,0.0
1107776897483751345,504121118,124,0.0
1107797583675262776,75075453,151,0.0
29645175,130223809,301,0.0
31550583,36607755,327,0.0
31551205,36607755,341,0.0
31551988,36607755,341,0.0
31552495,36607755,327,0.0
31553351,36607755,327,0.0
31565862,177617,27,0.0
31568252,236628039,0,0.0
31576196,36607755,327,0.0
31576503,36607755,327,0.0
31579102,11000172,306,0.0
30166327,3077968,89,0.0
1110607562262991950,504121118,109,0.0
1110616164230408561,504121118,155,0.0
1110619140503704918,504121118,82,0.0
1110621345340591866,504121118,0,0.0
1108141177625047145,4073860,155,0.0
1108153097338524610,21726991,269,0.0
1108630152135794349,441459915,255,0.0
1108938946420909025,1447144,175,0.0
1109287138313348588,406390813,268,0.0
1109294126908490587,406390813,268,0.0
1109430515495210343,72863197,160,0.0
1387806,1447144,362,0.0
1406121,2439400,95,0.0
1406337,2201772,89,0.0
1107086468443522113,565841470,220,0.0
1107203000384494493,148946579,231,0.0
38019560,145830806,87,0.0
38036781,5432336,365,0.0
27183665,5549765,0,0.0
27191914,203782616,0,0.0
38428060,150852379,0,0.0
36973233,29849152,0,0.0
1117301704681830293,265193861,191,0.0
1117301718398308228,265193861,219,0.0
1117315359757028872,39789054,157,0.0
1397560,7352678,4,0.0
1109894220368001348,504121118,215,0.0
1109900619802240911,504121118,55,0.0
1109905246126593943,504121118,125,0.0
1109910031755186121,504121118,269,0.0
1110027291384407931,406390813,268,0.0
1110137101224393557,548947167,336,0.0
17808668,64515600,86,0.0
17809736,104783310,173,0.0
640304220258518797,461820156,248,0.0
640305340481816996,461820156,256,0.0
628633377288601139,297885449,151,0.0
1115797479058677585,518888520,183,0.0
1110623389239760194,504121118,155,0.0
1110690994489265150,161119406,365,0.0
1110836317787340336,550934183,263,0.0
1110925353250339793,514237257,255,0.0
37901383,3376710,181,0.0
37925506,176725348,0,0.0
37937747,287482839,0,0.0
37990824,43565515,318,0.0
38005927,39455800,0,0.0
38015047,288387531,0,0.0
1116806175504090340,9003283,1,0.0
1139069,4212095,41,0.0
1139791,6251419,248,0.0
1140144,3376710,249,0.0
1115034844833737414,146859530,0,0.0
1115211496212008361,548947167,336,0.0
1115223877180485828,346367515,340,0.0
18175074,125318292,0,0.0
18187460,51298462,0,0.0
18192944,103575041,0,0.0
18208218,32842317,0,0.0
18217017,2181745,0,0.0
18217447,46468012,0,0.0
18217921,125794258,0,0.0
18387024,53280265,0,0.0
17804478,121674827,0,0.0
52104964,414025104,344,0.0
52109928,421864869,289,0.0
52110035,421864869,306,0.0
52019464,193874212,341,0.0
52019750,43565515,309,0.0
52019753,43565515,280,0.0
52020063,121825,111,0.0
52020064,121825,134,0.0
37011495,278260902,0,0.0
37015541,80541272,32,0.0
37027505,15813550,217,0.0
37055430,270835565,0,0.0
37847735,286594745,0,0.0
37837525,286506518,365,0.0
37843505,32891976,0,0.0
37846235,265555717,340,0.0
31166450,193392919,0,0.0
31170630,127653461,190,0.0
31180900,9139670,179,0.0
31181843,173771925,37,0.0
31182721,116677876,365,0.0
1111412,6099660,307,0.0
1116587140229180259,551998562,0,0.0
1116644368185138560,447375626,309,0.0
1116768932468303042,567911520,126,0.0
20618773,113423859,0,0.0
20744189,119450548,0,0.0
20754781,134242556,0,0.0
20778297,148899743,0,0.0
52071194,152083789,194,0.0
52100912,346367515,0,0.0
52104931,346367515,217,0.0
639662468046032384,461820156,256,0.0
639673028080887953,461820156,256,0.0
639677303823139078,461820156,248,0.0
639694987961173145,461820156,249,0.0
1117332281221760223,39789054,157,0.0
1117122927000017665,551955572,0,0.0
1117147738630150054,6907539,0,0.0
1117298757372120376,562011925,42,0.0
1120998388254510774,548947167,212,0.0
1121050099026072334,520658955,237,0.0
30227996,17051266,0,0.0
30228047,17051266,0,0.0
31032688,211080098,365,0.0
31083859,1447144,365,0.0
31135781,36607755,341,0.0
31162382,221136615,0,0.0
27123123,12557624,0,0.0
27149342,203447432,0,0.0
27151833,79116908,169,0.0
27154554,13810104,180,0.0
1294410,5369383,0,0.0
1295958,7047484,306,0.0
1117325602789781953,39789054,158,0.0
628787300728683764,8051424,341,0.0
45764930,130223809,261,0.0
45766140,256796397,173,0.0
45766989,6119890,363,0.0
22537657,3465149,265,0.0
628977366524618339,78771728,0,0.0
629459204333615554,458386790,181,0.0
629464297530010453,193874212,53,0.0
639652121955062285,461820156,248,0.0
1117906729276829534,550471684,364,0.0
1117946104456639578,346367515,32,0.0
1118031013798009760,568367915,339,0.0
1314537,6656278,0,0.0
1327003,663209,5,0.0
1330203,7216474,365,0.0
1331475,3340010,0,0.0
1261435,6870421,364,0.0
1266491,131794,82,0.0
1274139,2086483,295,0.0
1276036,6859113,362,0.0
38354373,291879451,0,0.0
38373634,292206557,0,0.0
38403523,273286184,0,0.0
38411319,27321489,0,0.0
27081574,9784103,58,0.0
1118899405297276462,175624236,125,0.0
27338422,151611959,180,0.0
27347786,106500353,0,0.0
37744602,285352529,0,0.0
37764178,259138689,0,0.0
37768876,216022722,255,0.0
37768899,216022722,255,0.0
37826647,18931097,316,0.0
37831861,145398807,0,0.0
37676079,40897714,0,0.0
37680844,283116471,0,0.0
1119374742534310472,15097512,269,0.0
1119449316482640786,434893527,364,0.0
1119520210173258067,413160011,84,0.0
1119566349245457667,69328474,173,0.0
1230464,3200533,69,0.0
27270668,5614931,86,0.0
37560076,85937730,0,0.0
37561829,283717104,0,0.0
37582525,283929397,0,0.0
37587305,336522213,164,0.0
37587377,120547913,0,0.0
1120935402579099792,346367515,181,0.0
1120956083507369787,66296022,180,0.0
1123985868053752856,256459931,197,0.0
1124695369220574367,569882982,67,0.0
1218609,2745490,72,0.0
1120180465896020502,434893527,364,0.0
1120724920813262583,47171261,0,0.0
1120749031273349055,12808705,71,0.0
1118107021628688952,5474409,91,0.0
1118874566986924566,65748607,269,0.0
37648630,173641948,0,0.0
37672503,91875260,119,0.0
37447935,282364620,50,0.0
37476148,104682322,365,0.0
1122163637569360977,480528,324,0.0
1122284488628445995,436780756,269,0.0
894483,4762195,335,0.0
894512,4762195,364,0.0
1124767085698277318,2262273,0,0.0
1121602345668554110,569197989,127,0.0
1121698382864183052,548947167,93,0.0
37702572,184642867,0,0.0
37703604,208543044,0,0.0
37703773,184642867,0,0.0
27215235,23099301,0,0.0
27226488,35327702,0,0.0
17941923,59072238,0,0.0
638431762310242626,459330470,75,0.0
639084111497578120,20730246,365,0.0
556055340267067026,431710915,0,0.0
556929453662740146,272408891,58,0.0
50154052,404740164,339,0.0
50154704,404740164,305,0.0
50158988,404740164,331,0.0
21547355,139114412,0,0.0
21557387,80750916,0,0.0
21571989,37681744,0,0.0
21573953,72093817,33,0.0
21578907,135845813,0,0.0
21620967,7033608,0,0.0
20635071,130158127,0,0.0
20638468,2700141,0,0.0
849035,1432736,0,0.0
37589692,120547913,0,0.0
37593192,284018864,0,0.0
37597072,229453634,0,0.0
37618943,284211936,0,0.0
52046930,3615168,28,0.0
21381752,96438134,0,0.0
50145600,58993125,0,0.0
639760198763782794,664196,236,0.0
640232052690834002,461820156,248,0.0
18262581,15804505,0,0.0
18272085,19859511,0,0.0
18278374,6152155,0,0.0
17876182,122377500,310,0.0
17898254,11906702,0,0.0
17939993,62223888,173,0.0
1122480480214479601,475228496,156,0.0
1122529962440702546,569419091,76,0.0
31549149,36607755,327,0.0
31549575,36607755,327,0.0
29115399,210668649,307,0.0
29115445,210668649,290,0.0
30811915,230335402,0,0.0
30832921,7906740,0,0.0
30844072,4844427,178,0.0
30850304,9478280,0,0.0
30883381,5645666,0,0.0
30931452,44024133,0,0.0
1122591413833240091,233997042,0,0.0
1122612003291314327,529583861,265,0.0
820497,491007,0,0.0
832755,4358678,0,0.0
37384382,109698306,0,0.0
1130339193895718500,571223219,259,0.0
1130362627787334188,221480824,97,0.0
1130367934138727058,568838550,203,0.0
1125108232548735004,486913131,258,0.0
1125183143004218579,569988075,155,0.0
1125369078779724118,567861932,215,0.0
1122967180868199552,569518471,269,0.0
1123087027869110311,39789054,215,0.0
1123157476967811220,455363067,269,0.0
1123293880228616603,131178104,364,0.0
776174,3038266,35,0.0
813031,206635,307,0.0
1122291526938036265,434893527,68,0.0
1122445401460653566,569404885,269,0.0
1122455509306424632,346367515,183,0.0
1125902478220039261,504121118,1,0.0
1001959,4536186,0,0.0
1123697910199765642,569518471,252,0.0
1123719251801682234,44707710,87,0.0
1123720372580682957,63633772,64,0.0
37486088,110690322,0,0.0
37486752,188024079,0,0.0
37508208,283116471,0,0.0
37509796,112058700,0,0.0
37511037,41244945,269,0.0
37548150,265193861,306,0.0
37558825,13779606,0,0.0
27462475,26362317,0,0.0
27471813,42126341,0,0.0
36972276,16577693,87,0.0
37376617,62198286,0,0.0
36930254,277542833,0,0.0
36934424,143696785,0,0.0
36934997,277627858,365,0.0
27379078,213396500,0,0.0
1126738667999960064,113957741,156,0.0
1206052,2848016,238,0.0
1206820,5933563,0,0.0
1126086740123232658,9048125,24,0.0
1126587041084161299,518888520,249,0.0
1126623551232002201,518888520,245,0.0
1125795606850997346,1744516,69,0.0
1125850261457634035,504121118,262,0.0
1125877008478083085,504121118,0,0.0
1125885689043697698,504121118,158,0.0
1125890789656093306,504121118,154,0.0
1125894543244779299,504121118,123,0.0
29808581,132198573,31,0.0
29810305,132198573,31,0.0
996713,5000992,0,0.0
1000720,5501549,364,0.0
1126718931730263952,4396136,258,0.0
1126721178812004075,4396136,267,0.0
1126728563196095442,4396136,267,0.0
37389992,277542833,0,0.0
37395667,1114250,180,0.0
37413595,280910866,0,0.0
37419267,273286184,0,0.0
37427870,901454,180,0.0
37437842,282312424,0,0.0
37445319,282364620,50,0.0
37446830,282364620,49,0.0
36925526,277542833,0,0.0
48899189,264905862,261,0.0
639533641341770281,461820156,249,0.0
46500340,2454666,0,0.0
46505949,346367515,172,0.0
20718682,143696785,0,0.0
20825838,141746207,0,0.0
20840058,52101192,0,0.0
20844419,72653077,0,0.0
20846051,63947879,0,0.0
51317820,413275475,339,0.0
51317903,413275475,330,0.0
51319113,413275077,333,0.0
51384182,10825014,184,0.0
51402207,408362337,364,0.0
29754307,1447144,121,0.0
29754847,34661991,123,0.0
30789223,1447144,362,0.0
29718808,218093693,0,0.0
29730539,36607755,341,0.0
20669488,147874967,0,0.0
20671406,17469787,229,0.0
20684126,112734149,0,0.0
20704768,36981460,0,0.0
557137320038227445,193874212,6,0.0
557803195736926666,438136382,307,0.0
19572717,130223809,260,0.0
19582154,1391607,248,0.0
19582198,137318065,0,0.0
19585052,23542512,0,0.0
19599464,134881865,0,0.0
49202006,69857691,68,0.0
48876081,346367515,295,0.0
36823489,265193861,334,0.0
578180,2843953,0,0.0
585872,1447144,365,0.0
617704,1447144,365,0.0
619728,2439400,114,0.0
760981,3928188,341,0.0
1127467824016941933,21483975,268,0.0
1128048530590014975,1298586,0,0.0
1128103335489546772,570701064,184,0.0
1130442737493706257,438136382,328,0.0
948689,5143503,252,0.0
954380,5182848,0,0.0
1126954205151761509,242921754,89,0.0
30954814,1447144,365,0.0
30971260,100648745,0,0.0
30763893,17212381,363,0.0
1131108754275087432,46637327,313,0.0
1131114507914224963,206178758,0,0.0
1131262595965281262,2819397,153,0.0
1131637404616341082,550521861,364,0.0
1130543415860958397,571289218,193,0.0
1130820672136222298,2262273,208,0.0
27382477,77934415,0,0.0
27388503,131559796,0,0.0
27390870,4396136,359,0.0
27403837,144539951,0,0.0
27420969,972059,0,0.0
27421341,53080946,364,0.0
27450969,43424941,0,0.0
36800493,276610595,0,0.0
36804417,105464468,0,0.0
36820320,265193861,139,0.0
36666245,275585683,0,0.0
36667398,51741154,0,0.0
36690044,275764086,0,0.0
36716271,116990646,0,0.0
1131808915203604431,550521861,214,0.0
1131817430120833094,550521861,157,0.0
1131848141076406172,1683936,269,0.0
548052,1447144,365,0.0
548085,1447144,365,0.0
554955,368317,365,0.0
559801,2751629,0,0.0
560063,2753392,56,0.0
564809,2598629,362,0.0
594235,2934588,0,0.0
1131066446759448435,346367515,74,0.0
1131098451784260609,330330852,268,0.0
627213418141012964,11319402,365,0.0
627839983001566428,10044989,72,0.0
636761271918806414,459330470,95,0.0
637488412292568271,5613481,160,0.0
637627728275310671,275930634,0,0.0
638134891584052251,346367515,70,0.0
1128709638364823563,141252702,269,0.0
1131660995155794302,550521861,246,0.0
1131661890888686170,550521861,185,0.0
36824206,265193861,300,0.0
36824749,265193861,317,0.0
36859384,277019621,365,0.0
36871020,260540807,0,0.0
36880353,241066609,0,0.0
36896868,70680421,0,0.0
36910595,9670576,0,0.0
36589272,10547296,0,0.0
515230,2537484,365,0.0
526016,2585816,0,0.0
528979,2598629,346,0.0
1128788808393917668,141252702,269,0.0
1132389288132778403,396363,0,0.0
1128707908793915978,238751669,237,0.0
46525762,3039107,0,0.0
46526040,3039107,310,0.0
22383062,24080138,0,0.0
22383717,147236328,0,0.0
22384512,50888658,0,0.0
22385084,82321835,0,0.0
22395048,163793291,360,0.0
639598921534231203,322663600,122,0.0
639617073394181889,462008397,169,0.0
20778861,148901183,0,0.0
20779002,2264355,0,0.0
20782414,147782224,0,0.0
20786124,44771865,0,0.0
20796632,52101192,0,0.0
20799152,149111665,0,0.0
20807818,149205577,0,0.0
20816164,146282111,364,0.0
51704066,193874212,8,0.0
51704720,193874212,249,0.0
36749678,86462772,138,0.0
36750596,35615783,0,0.0
36761993,4879317,0,0.0
36762521,252352962,0,0.0
36784192,5262575,24,0.0
36586700,275005187,0,0.0
1129691630903789789,238751669,166,0.0
1129700146586139406,127724859,164,0.0
51994399,187790332,362,0.0
51315776,1414702,365,0.0
638363133062684374,246960898,309,0.0
17821990,87680266,0,0.0
17825682,121880456,225,0.0
17839767,122024182,0,0.0
18004257,19625873,0,0.0
18024341,108455858,0,0.0
18027535,123993606,0,0.0
18028496,124000696,0,0.0
18029085,10693680,98,0.0
625842676231986560,55366754,365,0.0
625926874214362142,129874394,110,0.0
51317712,413275475,340,0.0
36664264,124030357,0,0.0
26251981,8210620,0,0.0
36505968,274463564,0,0.0
36542451,877008,364,0.0
36549852,148546410,0,0.0
36550505,1363244,75,0.0
1133128396169521047,504121118,185,0.0
1133137401922173511,504121118,0,0.0
1133139632373759170,504121118,123,0.0
507667,2176121,5,0.0
1129732380816905645,6026327,67,0.0
1129776442884443661,3157828,354,0.0
1130254966983323880,158023606,269,0.0
1129063433818017911,428883153,253,0.0
1129166384138037963,479190483,364,0.0
1129638000728289756,386118694,269,0.0
1133154173509693640,504121118,123,0.0
1132395140006247304,396363,0,0.0
1132411238146830398,396363,0,0.0
1132418095271972259,396363,0,0.0
1132419809100447121,396363,0,0.0
1132423521723329185,396363,0,0.0
1132474544118944556,389605038,90,0.0
1132510405409183630,447375626,280,0.0
1132627681279726720,569518471,269,0.0
1132640033786298552,569518471,232,0.0
1133018872991156287,1447144,269,0.0
1133085221552132236,546627438,0,0.0
1133085258067266827,546627438,92,0.0
36636996,96299106,0,0.0
36654349,33797953,0,0.0
36654430,275501371,0,0.0
1136199969971922575,39789054,245,0.0
1136201147987672289,187790332,363,0.0
1136210547047035208,39789054,245,0.0
1136214413654853295,39789054,215,0.0
1136225936644665676,39789054,246,0.0
756588,3102808,364,0.0
480975,2272146,0,0.0
1132513478702688307,546627912,102,0.0
1132517984513447548,555644598,0,0.0
1132518255367066316,555644598,0,0.0
1132518685681805280,555644598,0,0.0
1135645717564899800,349752511,351,0.0
1135982179027911913,346367515,222,0.0
1133146132932776800,504121118,123,0.0
1133146987006154017,504121118,215,0.0
1133148437760459813,504121118,154,0.0
46651016,346367515,0,0.0
46651733,346367515,296,0.0
46718816,4146729,343,0.0
47509531,80476106,224,0.0
47577879,130878430,5,0.0
36499025,90985218,0,0.0
30673381,229592094,0,0.0
30708722,4008570,0,0.0
1136746080337151607,504121118,124,0.0
1136749756112961453,504121118,0,0.0
1136133167628805954,58993125,0,0.0
1136153064853180727,467570537,12,0.0
1136172323250587443,438136382,32,0.0
1136177374708111387,467570537,19,0.0
1136192027224840091,372637490,246,0.0
1136194316409024171,572631197,241,0.0
30587267,47026278,0,0.0
30636736,103747870,0,0.0
30638815,36184009,320,0.0
36563466,274419996,230,0.0
36580899,1447144,365,0.0
36582612,71709297,0,0.0
37343078,281321819,0,0.0
37349792,16609114,0,0.0
627972517363386299,130223809,260,0.0
625048225837506780,457389299,237,0.0
17950947,51098795,0,0.0
17959322,9798228,179,0.0
17973400,35666153,0,0.0
17984440,20223535,0,0.0
17985065,36772790,0,0.0
17987719,117890550,288,0.0
37257917,280505825,0,0.0
37269745,125799706,0,0.0
1137076371103931229,185879544,275,0.0
1136382096405077850,3840992,262,0.0
1136700982994222706,394270439,280,0.0
1136710028084356510,572610248,260,0.0
1136735608715377852,518888520,93,0.0
1136742306862677627,504121118,124,0.0
29819144,168091065,0,0.0
29154683,2819397,113,0.0
29170517,210667873,264,0.0
30557765,21712071,0,0.0
30580562,34776448,0,0.0
30584005,229422250,0,0.0
30585727,109494372,89,0.0
30586527,7906740,0,0.0
51275700,414024951,327,0.0
51275759,414024951,256,0.0
51285739,10757881,23,0.0
32938996,193021430,0,0.0
32956423,56391194,0,0.0
32973652,12119162,82,0.0
28167451,212757834,364,0.0
21629636,130223809,264,0.0
50169497,404888119,321,0.0
1136784113874773549,504121118,123,0.0
1136819375101353352,346367515,281,0.0
27472569,42126341,0,0.0
27472765,42126341,0,0.0
27485124,201623477,0,0.0
27502506,213396500,0,0.0
27506559,6037110,0,0.0
37338907,117652690,0,0.0
26377579,198355094,0,0.0
37213568,27095343,0,0.0
37229482,4396136,37,0.0
37229499,127902893,0,0.0
1137671739727570101,1447144,208,0.0
724298,3193594,108,0.0
731049,3803356,5,0.0
737759,3853819,0,0.0
1136754134385297103,504121118,155,0.0
1136757210094415812,504121118,216,0.0
1136761534742121884,518888520,120,0.0
51759096,346367515,277,0.0
51761666,193874212,246,0.0
51776196,193874212,159,0.0
51275656,414024951,256,0.0
618603142814296630,193874212,261,0.0
618733148116347996,2608358,252,0.0
18559623,28312725,0,0.0
18573859,4212095,47,0.0
1142476090201393625,346367515,213,0.0
1142485100279703723,346367515,116,0.0
1141846949695805582,504121118,125,0.0
1141851998146334011,504121118,215,0.0
1141855323195544655,504121118,185,0.0
1141858332598833173,504121118,96,0.0
1141862183394932340,504121118,166,0.0
1141866020347922079,504121118,1,0.0
1141895279091460755,573990304,257,0.0
37312811,257633603,0,0.0
37315447,4396136,58,0.0
37334566,6976046,46,0.0
1133188817986641019,457389299,246,0.0
1133406692220123867,64805231,153,0.0
1133429553177460667,571976289,79,0.0
1133806642098666042,334431369,180,0.0
1141926721116888601,221480824,268,0.0
1141940426102796693,461820156,94,0.0
1141947306860188509,518888520,183,0.0
1141954792170941322,2396012,179,0.0
45802989,76088665,335,0.0
45827628,4219919,365,0.0
45843202,18208787,0,0.0
45845011,204662752,31,0.0
615811294814687103,388714704,317,0.0
615813250667408743,388714704,292,0.0
617806977071296424,453905595,0,0.0
617856136471682376,47171261,135,0.0
1134694029362015484,11340461,214,0.0
1134726057426439215,11256699,330,0.0
1134752550892427499,1447144,86,0.0
1134777461429840679,225692228,216,0.0
37230211,8028699,0,0.0
37232145,158023606,41,0.0
37232180,158023606,69,0.0
37235233,4396136,70,0.0
37239906,14848649,364,0.0
37245035,59231435,0,0.0
37141742,279377215,0,0.0
37143872,279393201,0,0.0
37145224,279402135,0,0.0
37146136,253242182,0,0.0
37191868,279393201,0,0.0
1133177190780361847,117928328,124,0.0
29115607,210667873,287,0.0
29115636,210667873,290,0.0
1133889830507095592,282144126,215,0.0
1134053230123083083,434893527,309,0.0
1134087637541168713,7794467,269,0.0
18580058,10562358,0,0.0
18594606,129121059,0,0.0
615069408491551484,346367515,312,0.0
615703356504949452,265193861,238,0.0
615809038593645680,388714704,318,0.0
613652300448627888,455307697,0,0.0
614261433217544712,455307697,0,0.0
614267098874692428,455307697,0,0.0
614294230648534349,455307697,0,0.0
614310919726598317,455307697,0,0.0
614310964583707735,455307697,0,0.0
1135244424929014397,447375626,0,0.0
1135338692014876409,572393609,269,0.0
1135357558243405460,202927917,66,0.0
1135373890489610895,510942439,343,0.0
1135375085888124087,204662752,72,0.0
1135381424969808283,158023606,34,0.0
1135381639731805917,158023606,16,0.0
30755787,36607755,327,0.0
29874105,52525144,179,0.0
29874454,7104112,0,0.0
29874768,219668721,3,0.0
29874786,219668721,6,0.0
30550099,104594968,0,0.0
30551382,24054784,71,0.0
29115483,210668649,241,0.0
29115543,210668649,242,0.0
37069476,278819654,0,0.0
37072390,278843822,0,0.0
37073062,21948079,0,0.0
1138402348670927570,521719534,185,0.0
1138425724616680728,573170321,236,0.0
1138472921800396379,3558883,161,0.0
1139116876181138703,1701900,0,0.0
1135443916791379732,439642628,309,0.0
1135492567150886652,9534151,0,0.0
1135639694909966915,349752511,326,0.0
1137891323054327449,357946540,95,0.0
1138200546759679065,434893527,281,0.0
1138205260617766246,550521861,240,0.0
721473,3724467,108,0.0
721510,3724467,118,0.0
722100,3093079,6,0.0
1140004695396245290,21726991,269,0.0
1140044534770049158,573547392,114,0.0
1142615092288959343,1000776,35,0.0
1142633084676839126,434893527,364,0.0
1142705725424858444,66296022,122,0.0
1142746753469162250,66296022,100,0.0
688295,3109259,0,0.0
696301,3565553,0,0.0
26268142,158528053,0,0.0
26268920,27156730,276,0.0
26297043,4378335,250,0.0
26325850,197980176,0,0.0
26345650,198134078,0,0.0
26359153,16827089,0,0.0
36062389,1363244,76,0.0
36066234,211145322,0,0.0
612773261241707947,346367515,194,0.0
613145619545540994,429753625,365,0.0
613392212317827360,456078119,323,0.0
613477872019064295,146859530,0,0.0
613483731426168134,455185866,214,0.0
26486954,70949324,0,0.0
26519990,121825,222,0.0
35960252,134405275,0,0.0
35966615,270544364,0,0.0
36017344,257762525,0,0.0
1143324129401802933,559451350,224,0.0
1143377148149650562,117304011,269,0.0
1144125161433537567,1447144,269,0.0
1144279338436362395,77713567,269,0.0
1139593456743074675,184642867,0,0.0
1139879928554234917,10613270,261,0.0
667248,1646166,0,0.0
37102805,143696785,66,0.0
37116548,51316624,0,0.0
37122574,277558814,0,0.0
37132858,277953744,0,0.0
37135385,279336560,0,0.0
26468318,198659622,0,0.0
614334049068026977,455307697,0,0.0
614351135540159742,447375626,267,0.0
614353639175306664,447375626,267,0.0
614797680499690640,3866253,364,0.0
18555876,13303194,0,0.0
18652878,127363684,0,0.0
18675862,11425092,0,0.0
18679493,2227977,363,0.0
18682101,30317952,0,0.0
1145509861590168625,434893527,364,0.0
1145549513230952231,313101920,151,0.0
644534,3200533,67,0.0
648112,3250864,0,0.0
652294,3287071,0,0.0
663732,3348358,0,0.0
50171921,404888119,301,0.0
50172304,404888119,0,0.0
50173112,404888119,98,0.0
50196350,405115394,193,0.0
50208590,405115394,164,0.0
29036491,214676718,137,0.0
29045450,218891011,0,0.0
51294583,50887257,59,0.0
51296683,413276114,337,0.0
20941854,130241298,0,0.0
36060049,1447144,365,0.0
36488815,49095152,198,0.0
26409414,12838934,0,0.0
26411411,29988712,0,0.0
26424071,195633252,363,0.0
1145553730322820599,574824863,269,0.0
1145597202778935675,491995605,153,0.0
1145606944609688501,438136382,57,0.0
1148398874404883783,9784103,109,0.0
1148401344429258709,453885426,65,0.0
1144656448937282061,411527851,138,0.0
1144738224904626476,406390813,269,0.0
1144744747297789570,574636473,269,0.0
1144777328910291691,358204566,114,0.0
1145049884970863310,1447144,365,0.0
1145066242991765347,22471656,327,0.0
1148475343651410445,346367515,122,0.0
1140457205424735008,346367515,266,0.0
1140477510768111183,555266012,185,0.0
1140492022634699265,549618532,214,0.0
1140500195672273646,66296022,106,0.0
1140519161098676631,58993125,32,0.0
1140526097788970447,438136382,332,0.0
1140598451483909612,461820156,172,0.0
1140631075046253977,314495849,43,0.0
670956,3400078,0,0.0
675175,3429484,87,0.0
677012,3441858,0,0.0
36032565,271079239,0,0.0
36032969,1447144,365,0.0
36050976,66296022,210,0.0
36056516,71704937,99,0.0
26424317,198688325,0,0.0
33236670,43626423,0,0.0
33243870,45260083,0,0.0
33286565,215397857,0,0.0
33287630,250688528,355,0.0
33331157,978773,311,0.0
33366852,242456293,0,0.0
27863725,210452060,0,0.0
1140687471938608366,117133843,258,0.0
1140697908145797347,396363,90,0.0
1141087497307948068,573793560,180,0.0
1141154267357316995,390770038,200,0.0
1141175042881872056,461820156,77,0.0
1141216526957322551,461820156,94,0.0
1141230320233119100,461820156,154,0.0
1148457212316058710,180908619,216,0.0
624488592041664687,457389299,222,0.0
624515473357020392,457389299,206,0.0
624597786723152106,3193594,0,0.0
624971381423497423,457389299,222,0.0
1146122998101176003,504121118,1,0.0
1146129893882244863,504121118,35,0.0
1146135877174741734,504121118,161,0.0
1146142207721159911,504121118,91,0.0
1146147472337456408,504121118,154,0.0
1146153444668882334,204662752,0,0.0
1141242524170620074,461820156,154,0.0
1141266105589851766,461820156,154,0.0
1141326345432570951,151637037,188,0.0
1141747987922235643,518888520,124,0.0
438102,2176121,365,0.0
456333,2268672,0,0.0
1146274996297668042,66296022,33,0.0
1146284488501305392,7907766,340,0.0
1146338400946545196,66296022,183,0.0
1145731622289390308,3039107,225,0.0
1145810059071020476,534803193,63,0.0
613566586439328007,455185866,270,0.0
613625883779020479,346367515,222,0.0
47754149,157746231,245,0.0
47754665,10693680,309,0.0
47778521,346367515,226,0.0
21813901,6193643,0,0.0
21833415,140267249,0,0.0
22306568,32842317,0,0.0
22311844,79156055,0,0.0
22331093,5803360,0,0.0
22342208,5264883,6,0.0
51703534,193874212,238,0.0
51572987,130223809,313,0.0
20856955,336524176,186,0.0
20866492,143569530,0,0.0
50514057,85849755,0,0.0
30054699,225861350,0,0.0
30083361,9310606,364,0.0
30088080,60795186,0,0.0
30104290,226198703,0,0.0
30118021,226305554,0,0.0
30142266,226468265,0,0.0
1149105427120431097,561550836,218,0.0
1146156339687887246,504121118,175,0.0
1146162809488175188,274668580,245,0.0
1146167882414152376,274668580,224,0.0
1146204722916952190,346367515,304,0.0
622902001580839249,346367515,204,0.0
623004218019513567,3376710,0,0.0
36271474,15052431,365,0.0
36274801,248238044,0,0.0
36305082,271317886,269,0.0
36305722,273038030,0,0.0
